prompt,response
"Role: duelist, Country: Canada, Sex: male","
 Name: Remi Lefevre
 Codename: Vermilion
 Role: Duelist
 Appearance: Remi is a Canadian with a French heritage. He has a muscular build, with auburn hair and green eyes. He wears a bright red and gold vest over a light grey shirt, and black pants. He is often seen carrying a katana and a pair of sai.
 Biography: Remi Lefevre is a Canadian duelist who has been trained in the art of swordsmanship since a young age. He has traveled the world, competing in tournaments and honing his skills. He was recruited by the VALORANT Protocol as its seventeenth agent, ""Vermilion"".
 Personality: Remi is a confident, impulsive, and determined duelist. He is always eager to jump into a fight, and is always looking for an opportunity to test his skills. He is also quite headstrong, and can be reckless in his decisions. He is also quite cheeky, and loves to rub it in when he proves his teammates wrong.
 Personality:
 Abilities:
 C -  Burning Sword: Remi throws a flaming sword in a straight line, damaging and burning enemies in its path.
 Q -  Parry: Remi parries incoming attacks, reflecting them back at their source.
 E -  Bladestorm: Remi enters a state of hyper-focus, increasing his attack speed and damage.
 X -  Steel Tempest: Remi charges forward, slashing enemies with his sword and creating a powerful gust of wind.
 Relationships:
 Remi has a good relationship with Phoenix, as they are both duelists and share a similar outlook on life. He also has a good relationship with Cypher, as they both share a love for secrets and puzzles. Lastly, he has a good relationship with Raze, as they both share a love for chaos and destruction."
"Role: duelist, Country: Canada, Sex: male","
Name: Antoine Lefebvre
Codename: Vanguard
Role: Duelist
Appearance: Antoine is a tall, muscular man with a shaved head, and a thick beard. He wears a black and red flannel shirt, a pair of black jeans, and a pair of heavy boots. He also wears a pair of black gloves and a pair of goggles.

Biography: Antoine Lefebvre is a Canadian duelist who has traveled around the world in search of the perfect fight. He has trained in martial arts and various forms of combat, and is an expert in both ranged and close-range combat. He is a master of the blade, and has a reputation for being able to take on any opponent.

Personality: Antoine is confident and fearless, never hesitating to charge into a fight. He is also patient and observant, and will take the time to assess the situation before making a move. He is also very loyal, and will do anything to protect his allies.

Abilities:
C - Bulletproof: Antoine can deploy a wall of energy that absorbs all incoming bullets.
Q - Kinetic Strike: Antoine can fire a powerful blast of energy that knocks back enemies in its path.
E - Counter-Attack: Antoine can temporarily increase his attack speed and damage, allowing him to counter incoming attacks.
X - Shield of Valor: Antoine can create a dome-shaped shield of energy that blocks all incoming attacks.

Relationships: Antoine is on good terms with Phoenix, Killjoy, and Jett. He respects Phoenix for his confidence and courage, Killjoy for her technical prowess, and Jett for her agility and speed."
"Role: duelist, Country: Canada, Sex: male","
Name: Tristan Devaux
Codename: Cinder
Role: Duelist
Appearance: Cinder is a tall, muscular man with a shaved head and a goatee. He wears a black and red leather jacket, with a red and black scarf around his neck. He also wears a pair of black pants and combat boots.
Biography: Tristan Devaux was born in Montreal, Canada. He grew up in a rough neighborhood, and was constantly getting into fights. He was a natural duelist, and soon gained a reputation as a formidable opponent. After a few years, he was recruited by the VALORANT Protocol as its seventeenth agent, ""Cinder"".
Personality: Tristan is a hot-headed individual, who is always ready for a fight. He is impulsive, and often rushes into battle without thinking. He is also quite cocky, and loves to rub it in his opponents' faces when he wins.
Abilities:
C - Backdraft: Cinder creates a wall of fire that blocks vision and damages enemies who pass through it.
Q - Firewall: Cinder creates a line of fire that blocks vision and damages enemies who pass through it.
E - Heatwave: Cinder creates a wave of fire that travels in the direction he is facing, damaging enemies in its path.
X (Ultimate) - Inferno: Cinder creates a huge wall of fire that blocks vision and damages enemies who pass through it.
Relationships:
Viper: Cinder and Viper have a somewhat strained relationship, as Viper often scolds Cinder for his recklessness.
Breach: Cinder and Breach are good friends, and often encourage each other to take risks in battle.
Jett: Cinder and Jett often compete to see who can get the most kills in a match, and have a friendly rivalry."
"Role: duelist, Country: Canada, Sex: male","
Name: Alexander Cade
Codename: ""Ace""
Role: Duelist
Appearance: Ace is a tall, muscular man with short black hair and a closely cropped beard. He has a pair of bright blue eyes and a wide smile. He wears a black leather jacket with a red stripe down the middle, and a pair of black jeans. He also has a pair of black boots and a pair of fingerless gloves.
Biography: Alexander Cade is a Canadian duelist who was recruited by the VALORANT Protocol as its twentieth agent. Growing up in a small town in Alberta, Canada, he was always a bit of a wild card, never really fitting in with the other kids. He was always looking for a way to prove himself and test his limits, and when he heard about the VALORANT Protocol, he jumped at the chance to join.
Personality: Ace is wild and impulsive, always looking for a chance to prove himself and show off his skills. He's always ready for a fight and never backs down from a challenge. He's also very competitive and loves to show off his skills to anyone who will watch. He's also very loyal to his team and always has their back.
Abilities:
C - Quick Draw: Ace draws his gun quickly and can fire off a quick burst of shots.
Q - Adrenaline Rush: Ace gets an adrenaline boost that increases his speed and accuracy.
E - Showdown: Ace channels his inner duelist and can fire off a flurry of shots in rapid succession.
X - Ace in the Hole: Ace pulls out his hidden ace card, a powerful explosive device that can take out multiple enemies in one go.
Relationships: Ace is friendly with Brimstone, and has a friendly rivalry with Phoenix, due to their similar roles. He also has a bit of a rivalry with Raze, due to their similar personalities."
"Role: duelist, Country: Canada, Sex: male","
Name: Luke O'Connor
Codename: Maverick
Role: Duelist
Appearance: Maverick is a tall, broad-shouldered man with a strong jawline and a military-style buzzcut. He wears a black leather jacket with a fur collar, a white t-shirt, black pants, and combat boots. He has a pair of silver aviator sunglasses that he wears when he is in the field.
Biography: Luke O'Connor was born in Toronto, Canada and grew up in a military family. His father was a decorated veteran of the Canadian Armed Forces and his mother was a nurse. He was raised to have a strong sense of honor and duty, and was trained in a variety of combat disciplines from a young age. After graduating from high school, he enlisted in the Canadian Armed Forces and quickly rose through the ranks. He served in a variety of roles, including special operations, and eventually became a highly decorated officer. After leaving the military, he joined the VALORANT Protocol as its twenty-first agent, ""Maverick"".
Personality: Maverick is a disciplined, determined, and loyal agent. He is a natural leader and has a strong sense of duty and honor. He is highly observant and can read people and situations quickly. He is not afraid to take risks and is willing to go above and beyond to get the job done.
Abilities:
C - Flashbang: Maverick throws a flashbang grenade that temporarily blinds and deafens enemies in its radius.
Q - Overdrive: Maverick activates an overdrive mode that increases his movement and reload speed for a short duration.
E - Wall Breach: Maverick fires a projectile that creates a breach in walls and other surfaces.
X - Last Stand: Maverick activates a last stand mode that gives him a temporary shield and increased damage output.
Relationships:
Maverick has a strong relationship with Brimstone, who he views as a mentor. He also has a good relationship with Cypher and Raze, who he has worked with in the past. He has a friendly rivalry with Phoenix, who he sees as an equal in combat."
"Role: duelist, Country: Canada, Sex: male"," Name: Jaxon O'Connor
    Codename: Flashpoint
    Role: Duelist
    Appearance: Jaxon has short, light brown hair and a goatee. He wears a red and black leather jacket, with a white tank top underneath, and a pair of gray jeans. On his feet are a pair of black combat boots.
    Biography: Jaxon was born and raised in Toronto, Canada. He was always a thrill seeker, and he found his calling in the military. He served for many years, and was eventually recruited by the VALORANT Protocol as their seventh agent, ""Flashpoint"".
    Personality: Jaxon is a thrill seeker, always looking for a challenge. He is a risk taker, and he is not afraid to take the lead in a fight. He is also very loyal to his team, and will do whatever it takes to make sure they succeed.
    Abilities:
    C - Flashbang: Flashpoint throws a flashbang that temporarily blinds and deafens enemies in a small area.
    Q - Overdrive: Flashpoint activates an overdrive, temporarily increasing his movement and attack speed.
    E - Recharge: Flashpoint charges his weapon, increasing its damage and accuracy for a short duration.
    X - Heatwave: Flashpoint unleashes a powerful wave of energy that damages and disorients enemies in its path.
    Relationships: Phoenix - Phoenix and Flashpoint have a rivalry, as they are both duelists. They often challenge each other to see who is the better fighter.
    Sova - Flashpoint respects Sova's tactical approach to combat, and often takes his advice.
    Raze - Flashpoint and Raze often team up in battle, as they both have a similar approach to combat."
"Role: duelist, Country: Canada, Sex: male","
Name: Jaden O'Brian
Codename: Quicksilver
Role: Duelist
Appearance: Jaden has medium-length black hair, a square jaw, and bright blue eyes. He wears a black suit with a white dress shirt underneath, and a long black trenchcoat. He also wears a pair of black leather boots.
Biography: Jaden was born and raised in Canada, and has always been an avid competitor. He was a star athlete in high school, and excelled in martial arts, boxing, and other combat sports. After graduating, he joined the Canadian military, where he quickly rose through the ranks to become a highly-skilled soldier. He eventually left the military to pursue a career in the private sector, and eventually found his way to the VALORANT Protocol.
Personality: Jaden is a confident, determined individual who never backs down from a challenge. He is always looking for new ways to push himself to the limit, and is willing to take risks to get the job done. He is also fiercely loyal to his friends and allies, and will do whatever it takes to protect them.
Abilities:
C - Flashpoint: Jaden fires a blinding flash of light that disorients enemies caught in its radius.
Q - Sonic Boom: Jaden releases a powerful sonic wave that knocks back enemies and damages them.
E - Afterburner: Jaden activates a burst of speed that allows him to quickly dash in a straight line.
X - Quantum Leap: Jaden teleports a short distance, allowing him to quickly reposition himself in the heat of battle.
Relationships: Jaden is close with Phoenix, who he sees as a kindred spirit. He's also friendly with Sova, who he respects for his intelligence and skill. He has a strained relationship with Cypher, who he sees as too secretive and untrustworthy."
"Role: duelist, Country: Uzbekistan, Sex: male","
Name: Akmal Bek
Codename: Bek
Role: Duelist
Appearance: Akmal has a medium-dark skin tone and a shaved head. He wears a traditional Uzbek outfit with a long-sleeved brown tunic and a pair of loose-fitting trousers with a belt. He also wears a pair of leather boots and a pair of leather gloves. He carries a pair of kukris in a scabbard at his side.

Biography: Akmal Bek was born in a small village in Uzbekistan. He was raised in a culture that valued honor and courage, and he was determined to live up to those values. He trained in martial arts and eventually became a master of the kukri knife. He was recruited by the VALORANT Protocol as its twentieth agent, ""Bek"", and he now uses his skills to protect the world from the forces of evil.

Personality: Akmal is an honorable and courageous duelist who is always ready to face any challenge. He is confident in his abilities and is not afraid to take risks. He is also a team player, often offering advice and support to his teammates.

Abilities:
C - Kukri Spin: Akmal spins his kukris in a circular motion, dealing damage to all enemies in the area.
Q - Kukri Throw: Akmal throws his kukris in a straight line, dealing damage to all enemies in its path.
E - Kukri Rush: Akmal charges forward with his kukris, dealing damage to all enemies in his path.
X - Kukri Fury: Akmal enters a state of rage, increasing his attack speed and damage for a short period of time.

Relationships: Phoenix, Sova, and Yoru"
"Role: duelist, Country: Uzbekistan, Sex: male","
Name: Azamat Bekmuratov 
Codename: ""Uzbek""
Role: Duelist
Appearance: Azamat has a medium build and is slightly taller than average. He has short black hair and a thick beard, and his eyes are a deep brown. He wears a leather jacket with a fur-lined collar, and a pair of black pants. His combat boots have a yellow and blue pattern on them, and he wears a pair of fingerless gloves.

Biography: Azamat was born in the city of Tashkent, Uzbekistan. Growing up, he was always fascinated by martial arts and the idea of being a duelist. He trained extensively and became a master of the art of kurash, a traditional Uzbek martial art. He soon started competing in tournaments, and eventually caught the attention of the VALORANT Protocol. Impressed by his skill and determination, they recruited him as their twenty-first agent, ""Uzbek"".

Personality: Azamat is confident and determined. He is not afraid to take risks and will always strive to win. He loves the thrill of a fight and will never back down from a challenge. He takes his job seriously, but is also able to have fun and make jokes. He is a loyal friend and teammate, and will always look out for his allies.

Abilities:
C - ""Kurash Strike"" - Azamat charges forward, knocking enemies in his path to the ground.
Q - ""Kurash Stomp"" - Azamat slams the ground, sending out a shockwave that damages and slows enemies.
E - ""Kurash Sweep"" - Azamat performs a sweeping kick, knocking enemies back and stunning them.
X - ""Kurash Flurry"" - Azamat channels his inner strength and enters a state of heightened awareness, allowing him to move faster and dodge incoming attacks.

Relationships:
Azamat is close friends with Brimstone, who recruited him into the VALORANT Protocol. He also has a good relationship with Omen, as they both have a shared interest in martial arts. He has a friendly rivalry with Breach, as they both enjoy the thrill of battle."
"Role: duelist, Country: Uzbekistan, Sex: male","
Name: Azamat Tashimov
Codename: ""The Lightning""
Role: Duelist
Appearance: Azamat has fair skin and short black hair. He wears a traditional Uzbek cap and a black cloak with yellow lightning-shaped details. He also wears a pair of black goggles and carries a pair of swords on his back.
Biography: Azamat was born and raised in the city of Tashkent, Uzbekistan. He was a street fighter, using his swordsmanship to defend himself and those around him. He was eventually recruited by the VALORANT Protocol as its twentieth agent, ""The Lightning"", and was tasked with using his swordsmanship to help protect the world from the dangers of Omega Earth.
Personality: Azamat is confident, brave, and fearless. He is always eager to take on any challenge and never backs down from a fight. He is also very loyal to his allies, and will always put their safety before his own.
Abilities: 
C - Static Discharge: Azamat shoots out a lightning bolt in a straight line, dealing damage and stunning enemies caught in its path.
Q - Lightning Strike: Azamat throws a lightning bolt in a target area, dealing damage and stunning enemies caught in its radius.
E - Electric Wave: Azamat releases a wave of electricity in a cone in front of him, dealing damage and stunning enemies caught in its path.
X - Lightning Flash: Azamat creates a lightning flash in a target area, dealing damage to enemies and blinding them for a few seconds.
Relationships: Phoenix (respects his courage and recklessness), Sova (admires his patience and strategic thinking), Cypher (enjoys trading secrets with him)."
"Role: duelist, Country: Uzbekistan, Sex: male","
Name: Farhad Tashmukhamedov
Codename: Talon
Role: Duelist
Appearance: Tall and muscular, with a dark complexion and long dark hair tied into a ponytail. He wears a white turban and a white and black robe, with a pair of leather boots. He carries an iron mace and a shield with a crescent moon symbol on it.
Biography: Born in Uzbekistan, Farhad Tashmukhamedov was a master of martial arts and a skilled swordsman. After the Human-Radiant War, Farhad was recruited by the VALORANT Protocol as its twentieth agent, ""Talon"". He was given the mission to stop the forces of Omega Earth from entering the world of Valorant, and he has since dedicated his life to protecting the world from the forces of evil.
Personality: Farhad is a brave and courageous warrior, always willing to put his life on the line for the cause. He is also a wise and thoughtful leader, always willing to listen to the advice of his comrades before making a decision. He is also a proud and noble man, and he always strives to do the right thing.
Abilities:
C - Iron Shield - Farhad creates a large iron shield in front of him, blocking all incoming damage.
Q - Crescent Moon Strike - Farhad spins his mace in a wide arc, dealing damage to all enemies in range.
E - Crescent Moon Dash - Farhad dashes forward, leaving behind a crescent moon symbol on the ground that damages enemies who stand on it.
X - Crescent Moon Fury - Farhad spins his mace in a wide arc, dealing damage to all enemies in range and creating a powerful shockwave that knocks back enemies.
Relationships:
- Phoenix: Phoenix and Talon have a friendly rivalry, often competing to see who can get the most kills.
- Sova: Talon respects Sova's wisdom and patience, often taking his advice into consideration.
- Viper: Talon and Viper have a mutual respect for each other, both recognizing each other's strength and courage."
"Role: duelist, Country: Uzbekistan, Sex: male","
Name: Farhad Kuchkarov
Codename: Red Sun
Role: Duelist
Appearance: Farhad has a fair complexion and sports a long and thick ponytail, with a few strands of hair falling to his face. He wears a long, red-and-black coat with a dragon symbol on the back and a sheathed katana on his back. He wears a pair of black trousers and leather boots.
Biography: Farhad Kuchkarov is a former soldier from Uzbekistan who was recruited by the VALORANT Protocol as its twentieth agent, ""Red Sun"". Farhad was born in a small village in the Fergana Valley, and as a young man he joined the Uzbek military, quickly becoming one of its top soldiers. He was then selected to join the VALORANT Protocol, where he was given the codename ""Red Sun"". 
Personality: Farhad is a brave and confident duelist, never hesitating to charge into a fight head-on. He is a man of honor and has a strong sense of justice, believing that it is his duty to protect the innocent. He is also known to be quite stubborn and prideful, often refusing to back down from a challenge.
Ability:
C - Solar Flare: Farhad channels solar energy and launches a powerful blast of light in a line in front of him, briefly blinding and damaging enemies in its path.
Q - Rising Sun: Farhad channels the power of the sun, creating a powerful wave of energy that damages and knocks back enemies in its path.
E - Solar Shield: Farhad channels solar energy to create a shield that blocks incoming damage.
X - Solar Eclipse: Farhad channels the power of the sun to create a powerful blast of energy that damages and disorients enemies in its path.
Relationships: Farhad has a strong relationship with Brimstone, who is impressed by his courage and determination. He is also close to Omen, who he views as a mentor, and he has a friendly rivalry with Phoenix, who he often competes against in battle."
"Role: duelist, Country: Tajikistan, Sex: male"," Name: Rustam Khudayar
 Codename: ""Rust""
 Role: Duelist
 Appearance: Rustam has a medium-length, dark brown hair and a clean-shaven face. He wears a blue and white patterned top with a black vest and pants. He also wears a pair of black boots and a pair of black gloves.

Biography: Rustam is from Tajikistan, where he was born and raised. As a young man, he was always looking for an adrenaline rush and was drawn to the thrill of combat. He was recruited by the VALORANT Protocol as its twentieth agent, ""Rust"", and was quickly recognized for his skills in combat and his ability to think on his feet.

Personality: Rustam is a bold and brash individual, always looking for a challenge and never backing down from a fight. He is confident in his own abilities, but never underestimates his opponents. He is also a natural leader, always looking out for his teammates and encouraging them to do their best.

Abilities:
C - ""Flashbang"": Rustam throws a flashbang grenade that briefly blinds and deafens enemies in a large area.
Q - ""Dash"": Rustam quickly dashes forward, allowing him to close the distance and surprise his opponents.
E - ""Recoil"": Rustam temporarily increases the accuracy and fire rate of his weapons, allowing him to quickly take down his opponents.
X - ""Vengeance"": Rustam channels his inner rage and temporarily increases his movement speed and damage output.

Relationships: Rustam has a close relationship with Raze, who he sees as a kindred spirit. He also has a good relationship with Yoru, who he respects for his knowledge and skills. He also has a good relationship with Viper, who he respects for her leadership and tactical prowess."
"Role: duelist, Country: Tajikistan, Sex: male"," Name: Tazim Azizi
 Codename: ""Taz""
 Role: Duelist
 Appearance: Tazim has a shaved head and a long, dark beard. He wears a long, dark gray trenchcoat with a hood and a matching pair of pants. He has a pair of goggles on his head and a pair of gloves with metal spikes on the knuckles.
 Biography: Tazim was born in Tajikistan and grew up in a small village. He was an excellent swordsman and was known for his skill in combat. He was recruited by the VALORANT Protocol as its twentieth agent, ""Taz"", and has been a loyal servant of the organization ever since.
 Personality: Tazim is a brave and confident duelist who is always ready for a fight. He is very loyal to the VALORANT Protocol and is willing to go to great lengths to protect it. He is also very dedicated to his craft, always honing his skills and perfecting his techniques.
 Abilities:
 C - ""Fury Strike"" - Tazim charges forward with a powerful strike, dealing damage to any enemies in his path.
 Q - ""Rapid Fire"" - Tazim fires a volley of shots at his enemies, dealing damage over a wide area.
 E - ""Deflect"" - Tazim uses his sword to deflect incoming projectiles, reflecting them back at his enemies.
 X - ""Godspeed"" - Tazim channels his energy, increasing his movement speed for a short time.
 Relationships: Tazim has a close relationship with Jett, as they have both been recruited by the VALORANT Protocol. He also has a shared history with Raze, as they have both been involved in driving Kingdom out of Bahia. Lastly, Tazim has a strong bond with Yoru, as they both share a love for swordsmanship and combat."
"Role: duelist, Country: Tajikistan, Sex: male","
Name: Farhad Zarif
Codename: Quicksilver
Role: Duelist
Appearance: Farhad has short, spiky black hair and a scruffy goatee. He wears a white and gold hooded robe with intricate patterns, and underneath is a sleeveless black shirt and black pants. He also wears a pair of silver gauntlets on his arms.
Biography: Farhad Zarif hails from Tajikistan, and is a master swordsman and duelist. He has been participating in tournaments and duels since he was a child, and has gained a reputation as one of the best duelists in the region. He was recruited by the VALORANT Protocol as its twentieth agent, ""Quicksilver"", and is now using his skills to protect the world from the dangers of Omega Earth.
Personality: Farhad is a passionate and confident duelist, never hesitating to charge into a fight head-on. He is also highly adaptable, quickly adapting to the circumstances and turning the tables around in a fight. He is also known to be very competitive and eager to show off his skills, often pushing himself to the limit in order to prove himself.
Abilities:
C - Parry: Farhad creates a shield around himself that deflects incoming attacks.
Q - Flash Step: Farhad quickly dashes forward, allowing him to close the distance between himself and his opponents.
E - Counterstrike: Farhad creates a forcefield that reflects incoming attacks back at the attacker.
X - Blade Dance: Farhad performs a series of powerful sword strikes, dealing damage to all enemies in a large area around him.
Relationships: Farhad has a friendly relationship with Phoenix, as they both share a love of dueling and a competitive spirit. He also has a rivalry with Breach, as they both have a tendency to rush into fights without thinking. He also has a strong connection with Sage, as they both share a passion for dueling and a desire to protect the world from the dangers of Omega Earth."
"Role: duelist, Country: Tajikistan, Sex: male","
Name: Zafar Sharipov
Codename: Zephyr
Role: Duelist
Appearance: Zephyr has a medium-length hairstyle, with a few strands of hair tied up in a top knot. He has a pale complexion, with a few freckles scattered across his face. His clothing is a mix of traditional Tajik and modern styles, with a long-sleeved shirt and pants, and a bright red scarf draped around his neck.

Biography: Zafar Sharipov hails from the small nation of Tajikistan. He was born into a family of nomads, and spent much of his early life travelling with them. As he grew older, Zafar began to take a greater interest in the martial arts, and eventually began to pursue a career as a duelist. He quickly rose to prominence in the Tajik martial arts scene, and was eventually recruited by the VALORANT Protocol as their twenty-second agent, ""Zephyr"".

Personality: Zephyr is a passionate and confident duelist, always eager to prove himself in the heat of battle. He is known for his quick reflexes and sharp wit, and is never one to back down from a challenge. He takes great pride in his skills, and is always looking for new ways to improve himself. Despite his brashness, Zephyr is also a loyal friend and ally, always willing to lend a helping hand when needed.

Abilities:
C - Wind Wall: Zephyr creates a wall of wind that blocks incoming projectiles.
Q - Wind Slash: Zephyr unleashes a powerful gust of wind that knocks back enemies and disrupts their aim.
E - Wind Surge: Zephyr creates a gust of wind that propels him forward, allowing him to quickly close the distance between himself and his enemies.
X - Skyward Strike: Zephyr launches himself into the air and slams down with a powerful strike, dealing heavy damage to enemies in a small area.

Relationships: Zephyr has a close relationship with both Sage and Raze, who he often trains with in his spare time. He also has a friendly rivalry with Phoenix, with whom he often competes in friendly duels."
"Role: duelist, Country: Tajikistan, Sex: male"," 
Name: Umar Farrokh
Codename: Farrokh
Role: Duelist
Appearance: Umar has medium length dark brown hair and a slim build. He wears a light grey and black hooded jacket with a hint of blue, a pair of black cargo pants, and a pair of black boots.
Biography: Umar is from Tajikistan, a former Soviet Union country. He was born into a family of nomads and spent most of his life travelling and learning the art of dueling from different cultures. After a few years of travelling, Umar decided to settle in Tajikistan and become a professional duelist. He soon rose to fame and was eventually recruited by the VALORANT Protocol as their twenty-first agent.
Personality: Umar is a passionate and determined individual who is always looking to test his skills. He is confident in his abilities and never hesitates to take risks in order to achieve his goals. Despite his brashness, Umar is also a team player who is willing to listen to his allies and take their advice into consideration.
Abilities:
C - Farrokh's Fury: Umar's C ability allows him to charge forward and unleash a flurry of strikes with his dual swords, dealing damage to enemies in his path.
Q - Flash Kick: Umar can perform a powerful kick that launches him forward and briefly blinds any enemies in his path.
E - Wind Dance: Umar can perform a series of acrobatic flips and twists, allowing him to quickly traverse the battlefield and evade enemy fire.
X - Soul of the Duelist: Umar can tap into his inner strength and temporarily increase his speed and damage output.
Relationships: Umar has a close relationship with Jett, as they both share a passion for dueling. He also has a friendly rivalry with Breach, as they both enjoy testing their skills against each other. Lastly, Umar has a strong bond with Sage, as they both share a similar background and an appreciation for the art of dueling."
"Role: sentinel, Country: Tajikistan, Sex: male","
Name: Bakhtiyar Rakhmonov (Tajik: Бахтиёр Рахмонов)
Codename: Sentinel
Role: Sentinel
Appearance: Bakhtiyar is a tall man with short, dark brown hair, a short beard, and a strong, muscular build. He wears a deep blue hooded cloak with a white trim, a black mask with a white trim, and a pair of goggles.

Biography: Bakhtiyar was born in the small village of Isfara, in the Tajikistan region of Central Asia. Growing up in a poor and war-torn area, Bakhtiyar quickly learned the value of strength and resilience, and he soon developed a strong sense of justice and morality. When he was recruited by the VALORANT Protocol as its twenty-first agent, ""Sentinel"", Bakhtiyar saw it as an opportunity to use his newfound powers to protect the innocent and bring justice to those who would seek to do harm.

Personality: Bakhtiyar is a stoic and determined individual. He is loyal to a fault, and will do whatever it takes to protect his allies and bring justice to those who need it. He is also a firm believer in the power of justice, and will do whatever it takes to ensure that justice is served.

Abilities:
C - Justice Shield: Bakhtiyar creates a shield of cosmic energy that blocks incoming damage.
Q - Justice Strike: Bakhtiyar strikes the ground with a powerful force, dealing damage and stunning nearby enemies.
E - Justice Beam: Bakhtiyar unleashes a beam of cosmic energy that deals damage and slows down enemies.
X - Justice Storm: Bakhtiyar summons a storm of cosmic energy that deals damage and knocks back enemies.

Relationships: Bakhtiyar is close friends with Cypher, who he sees as an ally and mentor. He has a strong bond with Yoru, who he sees as a kindred spirit. He also has a good working relationship with Raze, who he respects for her dedication to her work."
"Role: sentinel, Country: Tajikistan, Sex: male"," 
Name: Rustam Karimov
Codename: Vigil
Role: Sentinel
Appearance: Rustam is a tall, muscular man with short brown hair and a full beard. He wears a bright red and yellow hooded jacket, with a pair of black trousers and combat boots. His eyes are a deep brown, and his face is marked with a few scars from his time as a soldier.
Personality: Rustam is a stoic and disciplined man, with a strong sense of justice and duty. He is loyal to his team and his mission, and will always put the team's safety first. He is also brave and determined, never backing down from a challenge.
Biography: Rustam was born in the Tajikistan region of Central Asia, and was raised in a military family. He served in the Tajikistan military for several years, honing his combat skills and eventually becoming a highly respected soldier. After his time in the military, he was contacted by the VALORANT Protocol and recruited as their twentieth agent, ""Vigil"". 
Abilities:
C - Iron Curtain: Deploys a temporary shield that blocks all incoming and outgoing fire.
Q - Sentry Turret: Deploys a sentry turret that scans the area and fires at enemies.
E - Sonic Barrier: Deploys a barrier that blocks all incoming and outgoing fire, but also slows down enemies that pass through it.
X - Phalanx: Deploys an energy shield that blocks all incoming and outgoing fire, and also reflects incoming bullets back at the enemy.
Relationships: Sage, Cypher, Viper"
"Role: sentinel, Country: Tajikistan, Sex: male","
Name: Tajik Kholov
Codename: Sentinel
Role: Sentinel
Appearance: Tajik has a shaved head and a goatee. He wears a dark blue and yellow vest with a hood, and a pair of yellow and black pants. His eyes are a bright blue, and he has a large scar across his left cheek.
Personality: Tajik is a stoic and determined individual, rarely letting anything faze him. He is loyal to his team and willing to put himself in harm's way for them, but he is also pragmatic and will not hesitate to make difficult decisions if necessary.
Abilities:
C - Shockwave - Tajik sends out a powerful shockwave that can knock enemies off their feet and disrupt their vision.
Q - Resonance - Tajik creates a field of resonance energy that amplifies the sound of footsteps, allowing him to track enemies and detect their movements.
E - Rebound - Tajik creates a wall of energy that rebounds bullets and projectiles back towards their source.
X - Echo - Tajik creates a field of echoes that can be used to detect enemies and reveal their location.
Biography: Growing up in the small town of Dushanbe, Tajik was always drawn to the power of the elements. He eventually joined the Tajik military, where he developed his ability to manipulate and control energy. After a series of successful missions, he was recruited by the VALORANT Protocol as its twenty-first agent.
Relationships:
• Brimstone - Tajik respects Brimstone's leadership and is willing to follow his orders.
• Viper - Tajik and Viper have a strong bond, as they have fought together on several occasions.
• Cypher - Tajik and Cypher share a mutual respect, as they both understand the importance of gathering information."
"Role: sentinel, Country: Tajikistan, Sex: male","
Name: Farhad Rahimov
Codename: Sentinel
Role: Sentinel
Appearance: Farhad has short, black hair, a well-kept beard, and wears a black and grey hooded cloak. He has a stern expression and a piercing gaze.
Personality: Farhad is a stoic and serious individual, who is always focused on the task at hand. He is a man of few words and prefers to let his actions speak for him. He is a loyal and dependable ally, who will always put the mission first.
Abilities:
C - Stasis Shield: Farhad creates a protective shield made of stasis energy that can absorb incoming damage.
Q - Stasis Arrow: Farhad fires a stasis arrow that slows down enemies in its path.
E - Stasis Wave: Farhad creates a wave of stasis energy that slows down enemies and projectiles in its path.
X - Stasis Portal: Farhad creates a portal that allows him to teleport to a location of his choosing.
Biography: Farhad is a Radiant from Tajikistan who has the ability to manipulate stasis energy. He was recruited by the VALORANT Protocol as its twentieth agent, ""Sentinel"", and now serves as a sentinel, protecting the team from enemies. He is a master of stasis energy, able to create shields, arrows, waves, and portals with it.
Relationships:
* Omen - The two have a mutual respect for each other, as they are both experienced agents.
* Cypher - Farhad respects Cypher's intelligence and skills as an information broker.
* Sage - Farhad admires Sage's leadership skills and her dedication to the VALORANT Protocol."
